1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.860,168094,199,5,1,168094,403127,571184,0.0,3.094e+05
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.904,160827,126,14,1511664,1672489,2077723,2238521,0.0,2.963e+05
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.750,160307,243,30,3347618,3507858,3774352,3934566,0.0,2.941e+05
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.769,150852,255,17,949812,1100647,1343830,1494604,0.0,2.770e+05
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.763,148566,255,29,4237466,4385991,4502860,4651368,0.0,2.727e+05
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.943,130182,56,4,733701,863866,1147883,1278062,0.0,2.401e+05
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.875,124481,139,9,1747375,1871852,2315976,2440442,0.0,2.292e+05
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.788,114293,137,24,2355383,2469606,2771520,2885776,0.0,2.099e+05
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.894,102372,98,3,1108765,1211128,1504695,1607063,0.0,1.886e+05
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.801,92475,110,18,2596441,2688879,3335985,3428421,0.0,1.699e+05
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.804,89911,116,16,1992159,2082061,2568167,2658025,0.0,1.652e+05
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.886,85154,51,9,3788941,3874061,4280896,4366036,0.0,1.568e+05
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.809,78134,84,5,1874136,1952252,2442375,2520460,0.0,1.435e+05
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.871,70454,76,2,1338815,1409268,1736551,1806989,0.0,1.297e+05
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.876,67981,66,3,176363,244343,581356,649318,0.0,1.252e+05
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.637,64119,162,20,3059416,3123489,3484446,3548538,0.0,1.172e+05
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.847,61379,71,9,3255828,3317194,3682601,3743968,0.0,1.129e+05
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.799,59167,82,13,4169550,4228699,4434934,4494080,0.0,1.087e+05
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.917,57546,47,1,3731303,3788848,4223294,4280838,0.0,1.061e+05
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.861,57582,61,5,1428393,1485974,1994512,2052074,0.0,1.060e+05
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.946,55119,6,5,2688164,2743258,3153099,3208217,0.0,1.016e+05
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.867,54795,56,8,3004646,3059425,3427706,3482498,0.0,1.009e+05
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.950,52209,19,2,2117293,2169494,2694632,2746840,0.0,96290
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.814,52026,90,4,4443103,4495125,4000983,4053004,0.0,95696
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.762,51259,67,10,3874103,3925329,4366078,4417313,0.0,94050
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.613,50145,176,4,4503294,4553432,4061164,4111296,0.0,91831
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.719,48440,113,5,3149802,3198220,3576813,3625250,0.0,88884
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.808,41739,54,6,2535472,2577209,3275087,3316800,0.0,76710
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.694,38599,118,0,311940,350538,718877,757475,0.0,70842
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.415,37946,217,3,1260134,1298075,1655954,1693898,0.0,69239
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,98.314,38854,539,37,395868,434624,1109053,1147887,0.0,68543
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.957,35081,15,0,1692662,1727742,2258626,2293706,0.0,64722
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.825,33182,52,5,2972180,3005361,3120639,3153814,0.0,61043
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.945,32453,14,4,256284,288736,661266,693714,0.0,59852
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.910,32313,15,3,1952201,1984512,2520292,2552591,0.0,59520
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.891,32121,34,1,2082053,2114173,2659976,2692095,0.0,59182
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.704,31717,52,3,873976,905692,1290165,1321839,0.0,58100
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.703,31337,75,3,1299454,1330775,1695246,1726579,0.0,57476
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.885,30469,24,3,2777671,2808138,3243340,3273798,0.0,56100
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.966,26798,5,4,1211174,1237970,1607073,1633867,0.0,49439
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.835,25504,42,0,1486118,1511621,2052218,2077721,0.0,46942
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.709,25090,31,8,3200181,3225254,3627211,3652274,0.0,45943
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.901,23129,23,0,288728,311856,695665,718793,0.0,42625
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.333,23391,142,3,4553509,4576893,4111373,4134755,0.0,42579
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.890,22705,25,0,927057,949761,1321124,1343828,0.0,41833
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.638,22392,80,1,349820,372210,757467,779858,0.0,41048
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.145,21634,143,11,2743319,2764937,3208279,3229885,0.0,39148
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.947,20877,7,3,3704444,3725317,4197245,4218120,0.0,38500
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.965,20270,7,0,1238024,1258293,1633851,1654120,0.0,37406
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.963,19160,7,0,1728183,1747342,2296816,2315975,0.0,35351
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.869,19133,14,2,1409267,1428399,1973438,1992559,0.0,35209
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.594,18954,29,6,2577334,2596286,3316925,3335831,0.0,34581
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.866,18684,17,2,1672522,1691198,2238554,2257236,0.0,34389
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.764,18199,43,0,2329339,2347537,2745526,2763724,0.0,33447
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.966,17715,6,0,3237665,3255379,3664649,3682363,0.0,32690
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.915,17620,4,5,3685939,3703551,4178858,4196473,0.0,32448
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.925,17413,9,2,4388352,4405763,1,17410,0.0,32090
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.941,17060,8,2,3132310,3149368,3557362,3574420,0.0,31458
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.754,17081,15,6,3317227,3334294,3743969,3761035,0.0,31312
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,97.368,14474,363,2,504528,519001,1089163,1074708,0.0,25272
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,98.031,12593,204,22,2765103,2777676,3230068,3242635,0.0,21952
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.964,11023,4,0,3507958,3518980,3934645,3945667,0.0,20340
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.961,10175,4,0,863861,874035,1280016,1290190,0.0,18776
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.950,9923,5,0,3225606,3235528,3652590,3662512,0.0,18303
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,100.000,9328,0,0,4160043,4169370,4425464,4434791,0.0,17226
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.094,8936,77,1,377715,386650,786006,794937,0.0,16192
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.527,8237,17,2,168090,176326,573139,581353,0.0,15006
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.951,8119,1,1,3124201,3132316,3548539,3556657,0.0,14970
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.975,8023,1,1,1330766,1338787,1728528,1736550,0.0,14803
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.987,7971,1,0,1100799,1108769,1494770,1502740,0.0,14715
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,98.054,7656,128,2,521520,529175,1072198,1064564,0.0,13524
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,100.000,7243,0,0,4229899,4237141,4502513,4495271,0.0,13376
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.902,7172,0,3,4495123,4502287,4060176,4053005,0.0,13199
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.859,7092,9,1,4032178,4039269,19148,12058,0.0,13053
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,100.000,6798,0,0,2912165,2918962,2938257,2945054,0.0,12554
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,98.214,6887,117,1,1260135,1267021,1086850,1079970,0.0,12222
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,97.603,6885,165,0,506855,513739,1655957,1662841,0.0,11991
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,100.000,6321,0,0,2860811,2867131,2991218,2997538,0.0,11673
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,100.000,6318,0,0,2284616,2290933,1850718,1857035,0.0,11668
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,98.694,6357,76,1,389518,395867,802656,809012,0.0,11413
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.951,6159,3,0,2922683,2928841,2928378,2934536,0.0,11358
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,100.000,6147,0,0,2963077,2969223,2887983,2894129,0.0,11352
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,100.000,6012,0,0,2264291,2270302,1871349,1877360,0.0,11103
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,100.000,5969,0,0,4116533,4122501,160890,166858,0.0,11023
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,100.000,5826,0,0,3604442,3610267,316408,322233,0.0,10759
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,100.000,5638,0,0,608622,614259,978259,983896,0.0,10412
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.591,5628,22,1,802996,808623,4390045,4384419,0.0,10290
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.821,5588,8,2,4400176,4405762,4390202,4384616,0.0,10264
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.414,5629,32,1,3892443,3898071,1222819,1217192,0.0,10253
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.499,5589,26,2,3892640,3898228,17409,11823,0.0,10205
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,100.000,5481,0,0,2504694,2510174,3076054,3081534,0.0,10122
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.889,5427,6,0,3682321,3687747,17484,12058,0.0,9997
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.650,5431,19,0,802996,808426,11979,17409,0.0,9950
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.981,5385,0,1,2934442,2939826,2917396,2922779,0.0,9937
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.669,5431,18,0,4400332,4405762,1217192,1222622,0.0,9932
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.067,5469,37,1,372249,377717,779843,785297,0.0,9869
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.813,5352,10,0,3682396,3687747,4384616,4389967,0.0,9836
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.795,5353,10,1,4033917,4039269,4384616,4389967,0.0,9832
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.720,5361,14,1,3682396,3687756,1222622,1217263,0.0,9823
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.608,5362,19,2,4033917,4039278,1222622,1217263,0.0,9793
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.811,5295,8,2,1986062,1991355,2562882,2568175,0.0,9731
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.622,5286,20,0,2347854,2353139,2764036,2769321,0.0,9688
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,100.000,5099,0,0,3341949,3347047,3773757,3768659,0.0,9417
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,100.000,4981,0,0,4576893,4581873,3993783,3998763,0.0,9199
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,100.000,4831,0,0,441092,445922,845629,850459,0.0,8922
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,100.000,4778,0,0,2891812,2896589,2960472,2965249,0.0,8824
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.979,4716,1,0,3565643,3570358,356278,360993,0.0,8704
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.957,4699,0,2,2195223,2199920,1941699,1946396,0.0,8665
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,100.000,4675,0,0,3519032,3523706,3945706,3950380,0.0,8634
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.979,4667,0,1,2850204,2854869,3003480,3008146,0.0,8612
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.673,4581,15,0,251332,255912,656319,660899,0.0,8405
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,100.000,4547,0,0,3967459,3972005,79310,83856,0.0,8397
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.627,4560,17,0,461697,466256,829863,825304,0.0,8336
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,100.000,4509,0,0,4590234,4594742,3980913,3985421,0.0,8327
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.449,4353,24,0,245514,249866,650489,654841,0.0,7950
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,100.000,4290,0,0,2510195,2514484,3071744,3076033,0.0,7923
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,100.000,4193,0,0,2223343,2227535,1914098,1918290,0.0,7744
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.739,4208,0,3,4603565,4607762,3967884,3972090,0.0,7699
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,100.000,4088,0,0,3537378,3541465,385574,389661,0.0,7550
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,100.000,4086,0,0,561600,565685,1028062,1032147,0.0,7546
1348_European_Black_Death_main_chromosome_2012,NC_003143.1,99.877,4076,5,0,4155807,4159882,4421261,4425336,0.0,7500
